iern,school_id,school_name,region,division,district,leg_district,latitude,longitude,match_key,linear_distance_km,distance_outlier_percentile,nearby_school_count,isolation_forest_score,isolation_forest_outlier,coordinate_outlier_category,coordinate_outlier_method
2026-28804,501488,Tinigban Integrated School,REGION VI,ILOILO,CARLES,5TH DISTRICT,11.514026,123.229584,regionvi_iloilo,115.427697,98.72,5,7.621661,TRUE,isolation_forest_outlier,isolation_forest
2026-34629,189527,Bairan Elementary School,NIR,GUIHULNGAN CITY,VALLEHERMOSO,1ST DISTRICT,10.39467,123.29258,nir_guihulngan,30.800491,99.01,8,3.890269,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-05606,110808,Mangsee Elementary School,MIMAROPA,PALAWAN,BALABAC,2ND DISTRICT,7.5098895,117.3131901,mimaropa_palawan,253.408203,79.12,1,3.642753,TRUE,isolation_forest_outlier,isolation_forest
2026-31642,312325,Juanito-Paula Cruse High School,REGION VII,BOHOL,PRES. C. P. GARCIA,2ND DISTRICT,10.1901095,124.5615144,regionvii_bohol,97.100605,99.47,1,4.427577,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-39777,127037,TANTAON PRIMARY SCHOOL,REGION X,LANAO DEL NORTE,SULTAN NAGA DIMAPORO,2ND DISTRICT,7.7107,123.77466,regionx_lanaodelnorte,67.110399,98.43,5,3.744674,TRUE,isolation_forest_outlier,isolation_forest
2026-25667,113905,Acacia Elementary School,REGION V,MASBATE,SAN PASCUAL NORTH,1ST DISTRICT,13.1114046,122.9698377,regionv_masbate,109.011109,98.58,12,6.45141,TRUE,isolation_forest_outlier,isolation_forest
2026-02739,212057,Datu Madagnas Elementary School,CARAGA,AGUSAN DEL SUR,STA. JOSEFA,2ND DISTRICT,7.9542768,125.9811109,caraga_agusandelsur,66.497851,99.04,5,3.044885,FALSE,extreme_outlier,univariate_percentile
2026-02524,131675,Hawilian Elementary School,CARAGA,AGUSAN DEL SUR,ESPERANZA I,1ST DISTRICT,8.4014,125.3819,caraga_agusandelsur,63.282262,92.88,0,4.34349,TRUE,isolation_forest_outlier,isolation_forest
2026-06978,136540,Pres. Corazon C. Aquino E/S,NCR,QUEZON CITY,SCHOOL DISTRICT VI,2ND DISTRICT,14.6324868,121.1248507,ncr_quezon,10.936861,98.09,0,5.421701,TRUE,isolation_forest_outlier,isolation_forest
2026-24472,112875,San Isidro Elementary School,REGION V,CAMARINES SUR,PAMPLONA,2ND DISTRICT,13.664108,121.859086,regionv_camarinessur,152.590231,99.73,0,13.211896,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-23344,112047,Tinopan Elementary School,REGION V,ALBAY,RAPU-RAPU EAST (RAPU-RAPU),2ND DISTRICT,13.21178,124.19499,regionv_albay,50.809448,99.1,9,5.07174,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-28786,116221,Naborot Elementary School ,REGION VI,ILOILO,CARLES,5TH DISTRICT,11.5853959,123.2165059,regionvi_iloilo,120.875621,99.15,2,8.061282,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-13989,502275,Pinag-anakan Integrated School,REGION III,BULACAN,DONA REMEDIOS TRINIDAD,1ST DISTRICT,14.9224762,121.3198491,regioniii_bulacan,54.645034,98.83,0,7.454251,TRUE,isolation_forest_outlier,isolation_forest
2026-43151,129776,Marawer Elementary School ,REGION XI,DIGOS CITY,MT. APO,1ST DISTRICT,6.9397188,125.3145565,regionxi_digos,22.225858,97.92,4,6.755835,TRUE,isolation_forest_outlier,isolation_forest
2026-32894,119699,Liptong ES,REGION VII,CEBU,SANTANDER,2ND DISTRICT,9.4388636,123.340028,regionvii_cebu,117.321339,98.69,16,4.023547,TRUE,isolation_forest_outlier,isolation_forest
2026-01304,135659,Mantiyeng Primary School,CAR,BENGUET,MANKAYAN,LONE DISTRICT,16.922455,120.752641,car_benguet,57.979653,99.3,6,3.55379,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-10127,500054,Federico N. Ceralde Integrated School,REGION I,DAGUPAN CITY,DAGUPAN CITY DISTRICT III,4TH DISTRICT,16.10287,120.3794,regioni_dagupan,8.358855,100,4,8.298364,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-34480,120081,Tangculogan Elementary School,NIR,BAIS CITY,BAIS CITY NORTH,2ND DISTRICT,9.017549,127.34929,nir_bais,468.705193,100,0,154.634503,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-11746,103542,Dibungko Primary School,REGION II,ISABELA,PALANAN,2ND DISTRICT,17.069284,122.445463,regionii_isabela,59.927921,84.95,10,7.551628,TRUE,isolation_forest_outlier,isolation_forest
2026-00703,305084,Dilong National High School,CAR,ABRA,TUBO,LONE DISTRICT,17.1759992,120.7107816,car_abra,45.909762,99.68,1,6.088786,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-14843,300939,Tagulod High School,REGION III,PAMPANGA,CANDABA EAST,4TH DISTRICT,15.2068612,120.9147032,regioniii_pampanga,31.333085,99.82,5,5.080826,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-07813,300026,Pasaleng National High School,REGION I,ILOCOS NORTE,ADAMS-PAGUDPUD,1ST DISTRICT,18.5485045,120.9357789,regioni_ilocosnorte,52.517448,98.63,2,5.87496,TRUE,isolation_forest_outlier,isolation_forest
2026-03083,132086,Calaitan Elementary School,CARAGA,BUTUAN CITY,SOUTH BUTUAN DISTRICT I,1ST DISTRICT,12.918973,121.717488,caraga_butuan,609.700859,100,0,210.676933,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-15276,105946,Tagulod Elementary School,REGION III,PAMPANGA,CANDABA NORTH,4TH DISTRICT,15.20877,120.91349,regioniii_pampanga,31.366044,100,5,5.090181,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-23727,309602,Maulawin National High School,REGION V,CAMARINES NORTE,STA. ELENA,1ST DISTRICT,14.0888491,122.3367575,regionv_camarinesnorte,66.627966,98.43,6,5.103466,TRUE,isolation_forest_outlier,isolation_forest
2026-12491,104206,Marikit East Elementary School,REGION II,NUEVA VIZCAYA,ALFONSO CASTAÃ‘EDA,LONE DISTRICT,15.8469214,121.2292063,regionii_nuevavizcaya,70.974398,98.95,3,7.406279,TRUE,isolation_forest_outlier,isolation_forest
2026-09230,300221,Malimpin National High School,REGION I,"PANGASINAN I, LINGAYEN",DASOL,1ST DISTRICT,11.512322,124.013672,regioni_pangasinanilingayen,647.440441,100,0,76.972108,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-06398,111280,Cambajao Elementary School,MIMAROPA,ROMBLON,CAJIDIOCAN-MAGDIWANG,LONE DISTRICT,12.358792,122.686919,mimaropa_romblon,51.303443,84.44,4,9.283243,TRUE,isolation_forest_outlier,isolation_forest
2026-02814,500952,Singapore Integrated School,CARAGA,AGUSAN DEL SUR,TRENTO I,2ND DISTRICT,8.0139205,126.2044906,caraga_agusandelsur,66.54521,99.23,3,4.11641,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-45449,137079,DATU SANGKULAN MALA ELEMENTARY SCHOOL,REGION XII,SULTAN KUDARAT,PALIMBANG II,2ND DISTRICT,6.1188475,124.3268722,regionxii_sultankudarat,74.625411,97.79,6,4.890755,TRUE,isolation_forest_outlier,isolation_forest
2026-15744,106653,Legaspi Elementary School,REGION III,TARLAC,SAN MANUEL,1ST DISTRICT,15.8193,120.60671,regioniii_tarlac,37.422038,99.02,16,3.792226,FALSE,extreme_outlier,univariate_percentile
2026-45447,131190,Milbuk Central Elementary School,REGION XII,SULTAN KUDARAT,PALIMBANG II,2ND DISTRICT,6.15761,124.269625,regionxii_sultankudarat,74.593254,97.55,7,4.626477,TRUE,isolation_forest_outlier,isolation_forest
2026-40372,127295,Durias Elementary School,REGION X,MISAMIS OCCIDENTAL,BONIFACIO WEST,2ND DISTRICT,8.0313204,123.6038815,regionx_misamisoccidental,55.23462,99.7,14,5.617119,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-12490,104205,Mandunot ES,REGION II,NUEVA VIZCAYA,ALFONSO CASTAÃ‘EDA,LONE DISTRICT,15.870481,121.190082,regionii_nuevavizcaya,67.955645,98.17,3,6.982175,TRUE,isolation_forest_outlier,isolation_forest
2026-28803,501487,Tabugon Integrated School,REGION VI,ILOILO,CARLES,5TH DISTRICT,11.5292709,123.1885484,regionvi_iloilo,114.040295,98.38,6,7.464271,TRUE,isolation_forest_outlier,isolation_forest
2026-07232,500332,Highway Hills Integrated School,NCR,MANDALUYONG CITY,MANDALUYONG CITY DISTRICT II,LONE DISTRICT,14.5824723,121.049452,ncr_mandaluyong,0.051509,4.17,23,5.305074,TRUE,isolation_forest_outlier,isolation_forest
2026-18200,301271,J. Santiago Integrated High School,REGION IV-A,LAGUNA,SANTA MARIA,4TH DISTRICT,14.559327,121.4427732,iva_laguna,31.549274,97.68,6,5.620319,TRUE,isolation_forest_outlier,isolation_forest
2026-41215,500403,Sebucal IS,REGION X,OROQUIETA CITY,SOUTHEAST DISTRICT II,1ST DISTRICT,8.325123,123.6364478,regionx_oroquieta,25.63679,98.04,0,10.887599,TRUE,isolation_forest_outlier,isolation_forest
2026-40916,304126,Besigan National High School,REGION X,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY SOUTHWEST DISTRICT II,1ST DISTRICT,8.171001522,124.5655398,regionx_cagayandeoro,30.373552,100,2,10.38672,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-18185,108460,J. Santiago Elementary School,REGION IV-A,LAGUNA,SANTA MARIA,4TH DISTRICT,14.5642284,121.4436812,iva_laguna,32.100445,99.13,6,5.733508,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-10739,306228,Magsidel National High School,REGION II,CAGAYAN,CALAYAN WEST,2ND DISTRICT,19.274549,121.446277,regionii_cagayan,182.857915,98.76,6,7.786128,TRUE,isolation_forest_outlier,isolation_forest
2026-31622,118590,Bonbonon Elementary School,REGION VII,BOHOL,PRES. C. P. GARCIA,2ND DISTRICT,10.125445,124.578889,regionvii_bohol,94.492612,98.93,16,4.068329,TRUE,isolation_forest_outlier,isolation_forest
2026-10402,100797,"Salindeg, Pong-ol, Barraca Elementary School",REGION I,VIGAN CITY,DISTRICT I,1ST DISTRICT,17.523966,120.388233,regioni_vigan,5.736664,100,8,7.70068,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-19460,109455,Palaypalay Elementary School,REGION IV-A,RIZAL,JALAJALA,2ND DISTRICT,14.29662,121.322995,iva_rizal,36.144362,98.7,5,5.297995,TRUE,isolation_forest_outlier,isolation_forest
2026-10741,502310,Banua-Pilid Integrated School,REGION II,CAGAYAN,CALAYAN WEST,2ND DISTRICT,19.3838362,121.4295133,regionii_cagayan,195.131325,99.75,2,8.486746,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-32895,119700,Pasil ES,REGION VII,CEBU,SANTANDER,2ND DISTRICT,9.426781865,123.3482435,regionvii_cebu,118.006342,98.86,11,4.045286,TRUE,isolation_forest_outlier,isolation_forest
2026-23346,172506,Linao Elementary School,REGION V,ALBAY,RAPU-RAPU EAST (RAPU-RAPU),2ND DISTRICT,13.2008099,124.210228,regionv_albay,52.320943,99.46,7,5.263266,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-23716,173007,Patag Ilaya Elementary School,REGION V,CAMARINES NORTE,STA. ELENA,1ST DISTRICT,14.0680936,122.3316607,regionv_camarinesnorte,67.270537,99.06,5,5.22269,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-45446,131189,Malisbong Elementary School,REGION XII,SULTAN KUDARAT,PALIMBANG II,2ND DISTRICT,6.121357,124.354081,regionxii_sultankudarat,72.874148,93.14,5,4.812851,TRUE,isolation_forest_outlier,isolation_forest
2026-42404,129194,Baclinan Elementary School,REGION XI,DAVAO ORIENTAL,BOSTON,1ST DISTRICT,7.887731,126.353592,regionxi_davaooriental,105.483716,98.5,6,4.604635,TRUE,isolation_forest_outlier,isolation_forest
2026-17893,108195,San Ildefonso Elementary School,REGION IV-A,LAGUNA,ALAMINOS,3RD DISTRICT,14.0448466,121.2190605,iva_laguna,33.598611,99.71,10,5.326787,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-04219,305745,Roma National High School,CARAGA,DINAGAT ISLAND,RIZAL,LONE DISTRICT,14.603407,121.306166,caraga_dinagatisland,678.393534,100,0,174.902943,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-07823,100189,Paoay East Central Elementary School,REGION I,ILOCOS NORTE,PAOAY,2ND DISTRICT,13.017263,121.35737,regioni_ilocosnorte,582.614577,99.45,0,69.750338,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-02156,305280,Irisan National High School,CAR,BAGUIO CITY,DISTRICT I,LONE DISTRICT,16.42952,120.5489,car_baguio,6.615075,98.51,26,6.325177,TRUE,isolation_forest_outlier,isolation_forest
2026-22849,126245,Sinoropan Elementary School,REGION IX,ZAMBOANGA CITY,VITALI,2ND DISTRICT,7.4559639,122.3297243,regionix_zamboanga,67.164954,100,4,6.606414,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-12694,104325,Divisoria Norte Elementary School ,REGION II,QUIRINO,MADDELA ZONE I,LONE DISTRICT,14.656727,121.879452,regionii_quirino,209.944334,98.93,0,31.252209,TRUE,isolation_forest_outlier,isolation_forest
2026-44628,130539,Pinol Elementary School,REGION XII,SARANGANI,WEST MAITUM,LONE DISTRICT,6.1103189,124.375725,regionxii_sarangani,101.313979,99.39,3,10.998504,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-36623,303509,Sulangan National High School,REGION VIII,EASTERN SAMAR,GUIUAN SOUTH,LONE DISTRICT,10.9405492,125.8269364,regionviii_easternsamar,85.014461,97.62,1,5.038103,TRUE,isolation_forest_outlier,isolation_forest
2026-05623,170563,Kambangtule Elementary School,MIMAROPA,PALAWAN,BALABAC,2ND DISTRICT,7.8294207,117.0208362,mimaropa_palawan,245.028019,78.52,3,3.5999,TRUE,isolation_forest_outlier,isolation_forest
2026-28269,502850,Guiwanon Integrated School,REGION VI,GUIMARAS,NUEVA VALENCIA SOUTH,LONE DISTRICT,10.38895919,122.6121076,regionvi_guimaras,23.354142,98.28,1,3.616161,TRUE,isolation_forest_outlier,isolation_forest
2026-28909,501479,Batuan Integrated School,REGION VI,ILOILO,DUEÃ‘AS,4TH DISTRICT,11.069866,-597.407428,regionvi_iloilo,40.770882,55.54,18,4408.650493,TRUE,isolation_forest_outlier,isolation_forest
2026-33204,119952,Felipe F. Matbagon Memorial Elementary School,REGION VII,LAPU-LAPU CITY,LAPU-LAPU CITY EAST DISTRICT,6TH DISTRICT,10.276992,124.169219,regionvii_lapulapu,24.479301,100,0,10.541951,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-38846,121135,Caridad Elementary School,REGION VIII,BAYBAY CITY,BAYBAY IV,5TH DISTRICT,10.83444782,124.7522325,regionviii_baybay,18.534649,98.78,2,7.458222,TRUE,isolation_forest_outlier,isolation_forest
2026-43148,129773,Apolandia Elemantary School,REGION XI,DIGOS CITY,MT. APO,1ST DISTRICT,6.932485,125.290053,regionxi_digos,22.227177,100,2,6.729732,FALSE,extreme_outlier,univariate_percentile
2026-21794,125417,Tultolan ES,REGION IX,ZAMBOANGA DEL SUR,TABINA,2ND DISTRICT,7.3706208,123.4103188,regionix_zamboangadelsur,53.090476,99.14,8,4.004071,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-15334,106326,San Vicente Elementary School,REGION III,TARLAC,BAMBAN,3RD DISTRICT,15.22811,120.40075,regioniii_tarlac,34.855282,95.28,1,4.893048,TRUE,isolation_forest_outlier,isolation_forest
2026-01982,136294,Catao Elementary School,CAR,MT. PROVINCE,PARACELIS,LONE DISTRICT,13.359363,117.534802,car_mt,555.931017,100,0,98.083971,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-39776,127036,Tagulo ELEMENTARY SCHOOL,REGION X,LANAO DEL NORTE,SULTAN NAGA DIMAPORO,2ND DISTRICT,7.840257,123.6296671,regionx_lanaodelnorte,71.280919,99.48,3,3.33994,FALSE,extreme_outlier,univariate_percentile
2026-28104,115783,Libertad Elementary School ,REGION VI,CAPIZ,TAPAZ EAST,2ND DISTRICT,11.186184,122.500651,regionvi_capiz,53.240281,97.66,9,4.890638,TRUE,isolation_forest_outlier,isolation_forest
2026-28763,116197,Supanga Elementary School,REGION VI,ILOILO,CALINOG II,3RD DISTRICT,12.80316,121.696436,regionvi_iloilo,251.961363,99.74,0,19.605241,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-22515,125990,Linay Elementary School,REGION IX,DIPOLOG CITY,DIPOLOG CITY SOUTH,2ND DISTRICT,8.3687842,123.3681518,regionix_dipolog,23.380114,100,4,8.87522,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-22854,126250,Talaga ES,REGION IX,ZAMBOANGA CITY,VITALI,2ND DISTRICT,7.4342251,122.3443159,regionix_zamboanga,65.76258,98.65,5,6.42792,TRUE,isolation_forest_outlier,isolation_forest
2026-25671,113914,Dr. Antero M. Nazareno Elementary School,REGION V,MASBATE,SAN PASCUAL NORTH,1ST DISTRICT,13.1302665,122.9791087,regionv_masbate,109.948479,99.01,12,6.51991,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-22874,502811,Licomo Integrated School,REGION IX,ZAMBOANGA CITY,VITALI,2ND DISTRICT,7.454449,122.3301297,regionix_zamboanga,67.034011,99.1,4,6.58944,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-15704,106624,Pit-Ao ES,REGION III,TARLAC,SAN CLEMENTE,1ST DISTRICT,15.726887,120.359294,regioniii_tarlac,36.654958,98.82,8,4.108228,TRUE,isolation_forest_outlier,isolation_forest
2026-06744,111544,Parang Elementary School,MIMAROPA,CALAPAN CITY,CALAPAN EAST,1ST DISTRICT,11.267304,123.997813,mimaropa_calapan,388.243759,100,0,167.48629,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-24099,112584,San Juan Elementary School,REGION V,CAMARINES SUR,DEL GALLEGO,1ST DISTRICT,13.9161408,122.6079616,regionv_camarinessur,81.253288,99,8,6.198854,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-02303,131418,Cervantina ES,CARAGA,AGUSAN DEL NORTE,CARMEN,2ND DISTRICT,9.08614,125.21324,caraga_agusandelnorte,29.139015,65.55,3,4.186654,TRUE,isolation_forest_outlier,isolation_forest
2026-45571,281537,Tanda Elementary School,REGION XII,GENERAL SANTOS CITY,SOUTH FATIMA,1ST DISTRICT,6.09401,124.94491,regionxii_generalsantos,27.024318,99.06,3,6.99552,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-18188,108463,Pao-O Elementary School Main,REGION IV-A,LAGUNA,SANTA MARIA,4TH DISTRICT,14.5463255,121.4212847,iva_laguna,30.001412,95.36,9,5.295703,TRUE,isolation_forest_outlier,isolation_forest
2026-32678,119528,CaÃ±ang Elementary School,REGION VII,CEBU,OSLOB,2ND DISTRICT,9.534988,4083.364534,regionvii_cebu,106.8513,94.93,12,17987.34973,TRUE,isolation_forest_outlier,isolation_forest
2026-39000,113453,Apolan Elementary School,REGION X,BUKIDNON,DAMULOG,3RD DISTRICT,7.379643,124.932693,regionx_bukidnon,89.415587,99.08,4,3.693112,FALSE,extreme_outlier,univariate_percentile
2026-04751,110130,Garza Elementary School ,MIMAROPA,OCCIDENTAL MINDORO,MAGSAYSAY,LONE DISTRICT,12.2142252,121.2045622,mimaropa_occidentalmindoro,129.277613,99.17,4,2.621689,FALSE,extreme_outlier,univariate_percentile
2026-28107,115786,Minan PS,REGION VI,CAPIZ,TAPAZ EAST,2ND DISTRICT,11.25179,122.3663,regionvi_capiz,57.592055,99.58,4,5.360785,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-15424,160001,Alunan Elementary School,REGION III,TARLAC,CAPAS WEST,3RD DISTRICT,15.264098,120.34763,regioniii_tarlac,35.596312,96.85,1,5.036965,TRUE,isolation_forest_outlier,isolation_forest
2026-30723,501800,Tiqui Integrated School,NIR,HIMAMAYLAN CITY,DISTRICT 1,5TH DISTRICT,9.934211,122.966473,nir_himamaylan,21.094286,100,1,6.943391,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-24107,302046,Sinuknipan National High School,REGION V,CAMARINES SUR,DEL GALLEGO,1ST DISTRICT,13.91052,122.64212,regionv_camarinessur,77.728997,98.27,12,5.850128,TRUE,isolation_forest_outlier,isolation_forest
2026-08149,150517,Cabaroan Elementary School,REGION I,ILOCOS SUR,CERVANTES-QUIRINO,2ND DISTRICT,16.9955052,120.7370744,regioni_ilocossur,74.374572,92.29,13,6.522415,TRUE,isolation_forest_outlier,isolation_forest
2026-03797,132801,Maubgob Primary School,CARAGA,SURIGAO DEL SUR,LINGIG I,2ND DISTRICT,7.96361,126.41,caraga_surigaodelsur,126.704022,98.9,6,5.224208,TRUE,isolation_forest_outlier,isolation_forest
2026-01436,135770,Catubangan ES,CAR,IFUGAO,ALFONSO LISTA I,LONE DISTRICT,17.07307,121.50515,car_ifugao,50.797509,98.87,2,6.42694,TRUE,isolation_forest_outlier,isolation_forest
2026-03799,132806,Palo-Alto Elementary School,CARAGA,SURIGAO DEL SUR,LINGIG I,2ND DISTRICT,7.9905095,126.4394586,caraga_surigaodelsur,124.409178,97.79,4,5.201146,TRUE,isolation_forest_outlier,isolation_forest
2026-04321,212003,New Katipunan Elementary School,CARAGA,BAYUGAN CITY,BAYUGAN NORTH,1ST DISTRICT,8.8461753,125.8637521,caraga_bayugan,18.725052,98.59,6,4.96942,TRUE,isolation_forest_outlier,isolation_forest
2026-19252,308110,Francisco P. Felix Memorial National High School - Karangalan Annex,REGION IV-A,RIZAL,CAINTA II,1ST DISTRICT,14.14887,121.52348,iva_rizal,62.222983,99.03,0,10.918873,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-28785,116219,Lantangan ES,REGION VI,ILOILO,CARLES,5TH DISTRICT,11.58819,123.32331,regionvi_iloilo,128.282394,99.23,5,8.779235,TRUE,extreme_outlier,univariate_percentile+isolation_forest
2026-12726,156514,Comgang Elementary School,REGION II,QUIRINO,NAGTIPUNAN,LONE DISTRICT,16.0156706,121.4241385,regionii_quirino,56.305171,98.4,0,7.097049,TRUE,isolation_forest_outlier,isolation_forest
2026-04734,301587,Lubang Vocational High School-Cabra,MIMAROPA,OCCIDENTAL MINDORO,LUBANG,LONE DISTRICT,13.8919631,120.0447375,mimaropa_occidentalmindoro,96.269927,67.49,2,5.688983,TRUE,isolation_forest_outlier,isolation_forest
